,entity,description,category,node_occurence_flag
643,key,The key of a label or expression.,software,Multi
644,operator,An operator used in matchExpressions to specify the type of label value matching.,software,Multi
649,values,A list of values to match against in a selector or expression.,software,Multi
650,ReplicaSet,A Kubernetes resource that ensures a specified number of replicas (identical Pods) are running at any given time.,software,Multi
651,ReplicationController,An older Kubernetes resource used to manage the number of replicas (identical Pods) running in a cluster.,software,Multi
652,kubectl,The command-line tool for interacting with a Kubernetes cluster.,command,Multi
653,ReplicaSet,A Kubernetes resource that ensures a specified number of replicas (identical Pods) are running at any given time.,software,Multi
654,DaemonSet,A Kubernetes resource that runs a single pod replica on each node in the cluster.,software,Multi
655,Pod,"The basic execution unit of a Kubernetes application, comprising one or more containers.",container,Multi
656,ReplicaSet,A Kubernetes resource that ensures a specified number of replicas (identical Pods) are running at any given time.,software,Multi
657,DaemonSet,A Kubernetes resource that ensures a specified number of replicas (pods) are running at any given time.,application,Multi
658,apiVersion,The version of the API used to define the DaemonSet.,software,Multi
659,kind,"The type of resource being defined (in this case, a DaemonSet).",software,Multi
660,metadata,A field that provides metadata about the DaemonSet.,application,Multi
661,name,The name of the DaemonSet.,application,Multi
662,spec,A field that defines the desired state of the DaemonSet.,application,Multi
663,selector,A field that selects nodes based on labels.,software,Multi
664,matchLabels,A field that specifies the labels to match.,software,Multi
665,app,The label key for the application.,software,Multi
667,nodeSelector,A field that selects nodes based on labels.,software,Multi
668,disk,The label key for the disk type.,hardware,Multi
670,containers,A field that defines the containers in the pod.,application,Multi
671,main,The name of the container.,application,Multi
672,image,The Docker image used for the container.,software,Multi
674,DaemonSet,A Kubernetes resource that ensures a specified number of replicas (pods) are running at any given time.,software,Multi
675,kubectl,The command-line tool for interacting with a Kubernetes cluster.,software,Multi
677,pod,The basic execution unit in a Kubernetes cluster.,container,Multi
678,node,"A machine in a Kubernetes cluster, which can run pods.",hardware,Multi
681,minikube,A local Kubernetes cluster running on a single machine.,software,Multi
682,GKE,"Google Kubernetes Engine, a managed container orchestration service.",cloud platform,Multi
683,kubectl,Command-line tool for interacting with Kubernetes clusters,software,Multi
684,po,Pod object in Kubernetes,software,Multi
685,ReplicationControllers,Kubernetes resource for managing multiple replicas of a pod,software,Multi
686,ReplicaSets,Kubernetes resource for managing multiple replicas of a pod,software,Multi
687,DaemonSets,Kubernetes resource for deploying pods to every node in a cluster,software,Multi
688,Job,Kubernetes resource for running a single task that terminates after completing its work,software,Multi
689,pod,Lightweight and portable containerization system,container,Multi
690,container,Lightweight and portable containerization system,container,Multi
691,busybox,Small Linux distribution used as a base for building custom images,software,Multi
692,sleep,Command in Unix-like systems that suspends execution of a program for a specified time,software,Multi
693,Docker Hub,Registry service for Docker containers,cloud,Multi
694,node,Physical or virtual machine running Kubernetes,hardware,Multi
695,Job,A resource that runs a single completable task,application,Multi
696,Pod,A container that can run one or more processes,container,Multi
697,ReplicaSet,A controller that ensures a specified number of replicas are running at any given time,controller,Multi
700,YAML,A human-readable serialization format for data,format,Multi
701,apiVersion,A field in a Kubernetes resource definition that specifies the API version,field,Multi
702,kind,A field in a Kubernetes resource definition that specifies the type of resource,field,Multi
703,metadata,A field in a Kubernetes resource definition that provides metadata about the resource,field,Multi
704,spec,A field in a Kubernetes resource definition that specifies the desired state of the resource,field,Multi
705,template,A field in a Kubernetes resource definition that specifies a template for creating a pod,field,Multi
706,metadata,A field in a Kubernetes resource definition that provides metadata about the pod,field,Multi
707,labels,A field in a Kubernetes resource definition that specifies labels for the pod,field,Multi
